Currency,Timestamp,Trade Type,Price,Quantity,Value (Incl. Fee),Fee,From,To,Transaction Id
Ethereum (ETH),2021-03-06 22:39,Fee,2097.261168,0.00509518,10.69,0,Wallace ETH (0xf5...76A0),0x0baba1ad5be3a5c0a66e7ac838a129bf948f1ea4,0x58ecac3ad76cc404afec5601449196187f6b2ed716fbbc8ae646a997cc81eccc
Ethereum (ETH),2021-03-07 12:25,Transfer In,2084.25,1,2084.25,0,Crypto.com Earn,Crypto.com,3669847759
Binance Coin (BNB),2021-03-07 20:39,Interest,303.2591177,0.00006253,0.02,0,Binance,Binance,4139425107
GAS,2021-03-07 20:41,Airdrop,14.31049177,0.01024303,0.15,0,Binance,Binance,43468587491
Stellar (XLM),2021-03-07 21:34,Interest,0.52360963,0.00000062,0,0,Binance,Binance,3294900726
Monero (XMR),2021-03-07 21:56,Interest,264.9326538,0.00005074,0.01,0,Binance,Binance,128244158
Cardano (ADA),2021-03-07 22:46,Interest,1.4424149,0.00147759,0,0,Binance,Binance,891781907
NEO,2021-03-07 22:48,Interest,49.85704055,0.00015557,0.01,0,Binance,Binance,3602418517
DASH,2021-03-07 22:56,Interest,272.5966599,0.0000083,0,0,Binance,Binance,3772684384
Binance-Peg USD Coin (USDC),2021-03-08 1:02,Buy,1.27012976,"1,553.16",1972.71,0,0x7e45e8e3404a2c142d7e8eae94eaeb8641607857,CC Loan (0x60...8B4d),0xea1bbbd9b004236c8e2e6fda0a32cddfa755f1d928d312f8d77e5842787357fc
Binance Coin (BNB),2021-03-08 1:02,Fee,303.9510562,0.00132077,0.4,0,CC Loan (0x60...8B4d),CC Loan (0x60...8B4d),0xea1bbbd9b004236c8e2e6fda0a32cddfa755f1d928d312f8d77e5842787357fc
Binance-Peg BUSD Token (BUSD),2021-03-08 1:02,Staking Withdrawal,1.27298475,"1,580.17",2011.53,0,0x559c88946e1958812dcfd8edd4f89b0c7d811f74,CC Loan (0x60...8B4d),0x57025e83ae70ff4834eabb1add16a31e4194a4d5fc2b177c527b4df49fbc6feb
Binance Coin (BNB),2021-03-08 1:02,Fee,303.9510562,0.00094951,0.29,0,CC Loan (0x60...8B4d),CC Loan (0x60...8B4d),0x57025e83ae70ff4834eabb1add16a31e4194a4d5fc2b177c527b4df49fbc6feb
Binance Coin (BNB),2021-03-08 1:03,Fee,303.98514,0.00047152,0.14,0,CC Loan (0x60...8B4d),0x8ac76a51cc950d9822d68b83fe1ad97b32cd580d,0x67dd747bb2bc6565b1ec10e954d5fbff9ed587b0ab7bb540fa74a88df7a5fad0
Bolt Dollar (BTD),2021-03-08 1:06,Buy,1.63941201,"1,203.31",1972.71,0,PancakeSwap,CC Loan (0x60...8B4d),0x32f18158b775345ab6431c71b669fd241e404062291a80bffe60993b05a98175
Binance-Peg USD Coin (USDC),2021-03-08 1:06,Sell,1.27012976,"1,553.16",1972.71,0.54528141,CC Loan (0x60...8B4d),PancakeSwap,0x32f18158b775345ab6431c71b669fd241e404062291a80bffe60993b05a98175
Binance Coin (BNB),2021-03-08 1:06,Fee,303.9964168,0.00179371,0.55,0,CC Loan (0x60...8B4d),CC Loan (0x60...8B4d),0x32f18158b775345ab6431c71b669fd241e404062291a80bffe60993b05a98175
Binance Coin (BNB),2021-03-08 1:06,Fee,303.9964168,0.00044503,0.14,0,CC Loan (0x60...8B4d),0xd1102332a213e21faf78b69c03572031f3552c33,0xf18c5a2518b089167577cca8ff906e3cd9844f772fe7e32f0afbe19f8bfe6f24
Binance Coin (BNB),2021-03-08 1:07,Fee,303.8025574,0.00044067,0.13,0,CC Loan (0x60...8B4d),0xebaaa639a55ecbebac4d7d43a5a6d7c5c1216a09,0xffebc87128a8b1d76d595017a6e96221e9daf5f6e06fde0ae6911f9d01271cf5
Binance Coin (BNB),2021-03-08 1:07,Unknown Disposal,303.8025574,0,0,0.27082783,CC Loan (0x60...8B4d),0x0d3837e00c47353e68680c39e6da6b5b08fe6897,0x50ba45b106512bce608dbcbc30b6a5b9393654140240888a2d3a38bdaabfa1dc
Binance Coin (BNB),2021-03-08 1:07,Fee,303.8025574,0.00089146,0.27,0,CC Loan (0x60...8B4d),CC Loan (0x60...8B4d),0x50ba45b106512bce608dbcbc30b6a5b9393654140240888a2d3a38bdaabfa1dc
Binance-Peg BUSD Token (BUSD),2021-03-08 1:10,Sell,1.27298475,"1,547.39",1969.81,0,CC Loan (0x60...8B4d),PancakeSwap,0x94f7e07ea2ee0c34337337880353b048003de14c799cfded8a2fd4e4d4c7ec09
Bolt Dollar (BTD),2021-03-08 1:10,Sell,1.58852226,"1,203.31",1911.48,0,CC Loan (0x60...8B4d),PancakeSwap,0x94f7e07ea2ee0c34337337880353b048003de14c799cfded8a2fd4e4d4c7ec09
Binance Coin (BNB),2021-03-08 1:10,Fee,302.8850832,0.00188167,0.57,0,CC Loan (0x60...8B4d),CC Loan (0x60...8B4d),0x94f7e07ea2ee0c34337337880353b048003de14c799cfded8a2fd4e4d4c7ec09
Binance Coin (BNB),2021-03-08 1:10,Fee,302.8850832,0.00199076,0.6,0,CC Loan (0x60...8B4d),CC Loan (0x60...8B4d),0xc6570b5ee2b517b4850e0a47526e8566a748970d4309796354a256ba6fd8ea6f
Binance Coin (BNB),2021-03-08 9:22,Fee,296.2481248,0.00227391,0.67,0,CC Loan (0x60...8B4d),CC Loan (0x60...8B4d),0xbbc016179ae11a32ca2214aca46718e646bfff15059cb54e6baf6b578340109e
Binance Coin (BNB),2021-03-08 9:22,Fee,296.2481248,0.00044331,0.13,0,CC Loan (0x60...8B4d),0xc5b0d73a7c0e4eaf66babf7ee16a2096447f7ad6,0xb4db8553fa97a8e1d7ca4870e4423978fbad64485852421a9f98f7726ba94bcf
bDollar (BDO),2021-03-08 9:23,Buy,1.50374522,72.0098786,108.28,0,PancakeSwap,CC Loan (0x60...8B4d),0x1f9e2c37e36ed5bc5938c27b9da5cb943cc79966e31a9b96a9ebe311e81914de
Binance-Peg BUSD Token (BUSD),2021-03-08 9:23,Buy,1.27298475,84.89811258,108.07,0,PancakeSwap,CC Loan (0x60...8B4d),0x1f9e2c37e36ed5bc5938c27b9da5cb943cc79966e31a9b96a9ebe311e81914de
Binance Coin (BNB),2021-03-08 9:23,Fee,296.4474324,0.00149043,0.44,0,CC Loan (0x60...8B4d),CC Loan (0x60...8B4d),0x1f9e2c37e36ed5bc5938c27b9da5cb943cc79966e31a9b96a9ebe311e81914de
Binance Coin (BNB),2021-03-08 9:24,Failed Out,296.5104051,0,0,0.33954889,CC Loan (0x60...8B4d),PancakeSwap,0xff4d8bb88a54ddb2e7098e535fba06ab3250da51b057ff9a61d482b04fc26f50
Binance Coin (BNB),2021-03-08 9:24,Fee,296.5104051,0.00114515,0.34,0,CC Loan (0x60...8B4d),CC Loan (0x60...8B4d),0xff4d8bb88a54ddb2e7098e535fba06ab3250da51b057ff9a61d482b04fc26f50
Binance-Peg Ethereum Token (ETH),2021-03-08 9:26,Buy,2196.477082,0.04880652,107.2,0,PancakeSwap,CC Loan (0x60...8B4d),0xe7ae5b4d92a55038c81e336e2e11f348ba22967041e0992b3d8bb76ba740a9d4
bDollar (BDO),2021-03-08 9:26,Sell,1.48871814,72.0098786,107.2,0.51440541,CC Loan (0x60...8B4d),PancakeSwap,0xe7ae5b4d92a55038c81e336e2e11f348ba22967041e0992b3d8bb76ba740a9d4
Binance Coin (BNB),2021-03-08 9:26,Fee,296.7130071,0.00173368,0.51,0,CC Loan (0x60...8B4d),CC Loan (0x60...8B4d),0xe7ae5b4d92a55038c81e336e2e11f348ba22967041e0992b3d8bb76ba740a9d4
Binance-Peg Ethereum Token (ETH),2021-03-08 9:26,Buy,2210.393413,0.0751334,166.07,0,PancakeSwap,CC Loan (0x60...8B4d),0xbe4ec15bb2fa38477f06f9490bb5ffa1968e658ff7a5e5e3594730c61cfb3af6
Binance-Peg BUSD Token (BUSD),2021-03-08 9:26,Sell,1.27298475,130.4606175,166.07,0.28588298,CC Loan (0x60...8B4d),PancakeSwap,0xbe4ec15bb2fa38477f06f9490bb5ffa1968e658ff7a5e5e3594730c61cfb3af6
Binance Coin (BNB),2021-03-08 9:26,Fee,296.7130071,0.0009635,0.29,0,CC Loan (0x60...8B4d),CC Loan (0x60...8B4d),0xbe4ec15bb2fa38477f06f9490bb5ffa1968e658ff7a5e5e3594730c61cfb3af6
Binance Coin (BNB),2021-03-08 9:27,Fee,296.9107943,0.00044142,0.13,0,CC Loan (0x60...8B4d),0x2170ed0880ac9a755fd29b2688956bd959f933f8,0x849a8d80c2d020dd68c01a49970a903a3f8dd55b733c520f374785acd5902256
GAS,2021-03-08 20:11,Airdrop,13.7369826,0.00997855,0.14,0,Binance,Binance,43553208691
DASH,2021-03-08 20:16,Interest,274.0390662,0.0000083,0,0,Binance,Binance,1060051426
Cardano (ADA),2021-03-08 20:26,Interest,1.42726455,0.00157,0,0,Binance,Binance,1207579045
Binance Coin (BNB),2021-03-08 20:31,Interest,303.8803122,0.00006253,0.02,0,Binance,Binance,1577956377
Stellar (XLM),2021-03-08 21:41,Interest,0.5313585,0.00000062,0,0,Binance,Binance,2855531903
Monero (XMR),2021-03-08 22:06,Interest,279.716016,0.00005075,0.01,0,Binance,Binance,1466733855
NEO,2021-03-08 22:37,Interest,50.65897675,0.00015557,0.01,0,Binance,Binance,661862653
Binance-Peg BUSD Token (BUSD),2021-03-08 22:51,Staking Withdrawal,1.27044807,"6,083.51",7728.78,0,0x559c88946e1958812dcfd8edd4f89b0c7d811f74,Wallace BSC (0xf5...76A0),0x79b37f41e2a90eba0a0816dfaabe9a3c4bed53fc956a2baeea1670260433125b
Binance Coin (BNB),2021-03-08 22:51,Fee,310.2741537,0.00109951,0.34,0,Wallace BSC (0xf5...76A0),Wallace BSC (0xf5...76A0),0x79b37f41e2a90eba0a0816dfaabe9a3c4bed53fc956a2baeea1670260433125b
bDollar (BDO),2021-03-08 22:52,Buy,1.5152885,"2,515.26",3811.34,0,PancakeSwap,Wallace BSC (0xf5...76A0),0x076227f8ce8a88e2bf5d4f6fc130825a21a637b3bc0a30d974fb9a77ca802093
Binance-Peg BUSD Token (BUSD),2021-03-08 22:52,Sell,1.27044807,"3,000",3811.34,0.54936458,Wallace BSC (0xf5...76A0),PancakeSwap,0x076227f8ce8a88e2bf5d4f6fc130825a21a637b3bc0a30d974fb9a77ca802093
Binance Coin (BNB),2021-03-08 22:52,Fee,310.2299946,0.00177083,0.55,0,Wallace BSC (0xf5...76A0),Wallace BSC (0xf5...76A0),0x076227f8ce8a88e2bf5d4f6fc130825a21a637b3bc0a30d974fb9a77ca802093
Binance-Peg BUSD Token (BUSD),2021-03-08 22:53,Sell,1.27044807,"3,002.90",3815.02,0,Wallace BSC (0xf5...76A0),PancakeSwap,0xc1ab123d66acd4e7965ba1a7c9f14938f5c6ab9d4a505be22eb9a5389b32265b
bDollar (BDO),2021-03-08 22:53,Sell,1.50802635,"2,515.26",3793.08,0,Wallace BSC (0xf5...76A0),PancakeSwap,0xc1ab123d66acd4e7965ba1a7c9f14938f5c6ab9d4a505be22eb9a5389b32265b
Binance Coin (BNB),2021-03-08 22:53,Fee,309.8583744,0.00177388,0.55,0,Wallace BSC (0xf5...76A0),Wallace BSC (0xf5...76A0),0xc1ab123d66acd4e7965ba1a7c9f14938f5c6ab9d4a505be22eb9a5389b32265b
Binance-Peg BUSD Token (BUSD),2021-03-08 22:55,Transfer Out,1.27044807,80.61220496,102.41,0.11207044,Wallace BSC (0xf5...76A0),0xb6ec88c19b403220d16a1239facbe2d23bbe8502,0xc8c9585e1d1acda3d16beaa2d6986e687b2f8ec4af81e3ae6863a260afd7a6f9
Binance Coin (BNB),2021-03-08 22:55,Fee,310.109411,0.00036139,0.11,0,Wallace BSC (0xf5...76A0),Wallace BSC (0xf5...76A0),0xc8c9585e1d1acda3d16beaa2d6986e687b2f8ec4af81e3ae6863a260afd7a6f9
Binance USD (BUSD),2021-03-08 22:56,Transfer In,1.27044807,80.61220496,102.41,0,Unknown,Binance,0xc8c9585e1d1acda3d16beaa2d6986e687b2f8ec4af81e3ae6863a260afd7a6f9
Binance Coin (BNB),2021-03-08 23:00,Fee,309.749052,0.00189473,0.59,0,Wallace BSC (0xf5...76A0),Wallace BSC (0xf5...76A0),0xd9750de2be83d152363bd14afb23075cdc57d1a9bdf8b014b69b029edc579624
Binance Coin (BNB),2021-03-09 10:04,Fee,348.1940928,0.00222153,0.77,0,Joint BSC (0x48...3dC3),Joint BSC (0x48...3dC3),0x90e65630450a44cccadded36107cb0ef96b3fda301df08eca0c140eca4095211
Binance Coin (BNB),2021-03-09 10:05,Fee,349.3820881,0.00044331,0.15,0,Joint BSC (0x48...3dC3),0xebaaa639a55ecbebac4d7d43a5a6d7c5c1216a09,0x430d235003cd7af96e4a6588b268c126c3b5e4a51784bcc71cc5832519dbbe07
Bolt Dollar (BTD),2021-03-09 10:05,Buy,1.60712639,37.72039497,60.62,0,PancakeSwap,Joint BSC (0x48...3dC3),0xa025865dd92b9afaa0ac379e0aeb24f270fa0be69866430aee1faaf088146969
Binance-Peg BUSD Token (BUSD),2021-03-09 10:05,Buy,1.27044807,47.34802573,60.15,0,PancakeSwap,Joint BSC (0x48...3dC3),0xa025865dd92b9afaa0ac379e0aeb24f270fa0be69866430aee1faaf088146969
Binance Coin (BNB),2021-03-09 10:05,Fee,349.3820881,0.00163827,0.57,0,Joint BSC (0x48...3dC3),Joint BSC (0x48...3dC3),0xa025865dd92b9afaa0ac379e0aeb24f270fa0be69866430aee1faaf088146969
Binance-Peg Ethereum Token (ETH),2021-03-09 10:07,Buy,2323.553952,0.03091165,71.82,0,PancakeSwap,Joint BSC (0x48...3dC3),0xeca95dbecba1163f7c44dbb7e83a22762131f4cfac262c8a55323bc9de47ad06
Binance-Peg BUSD Token (BUSD),2021-03-09 10:07,Sell,1.27044807,56.53508769,71.82,0.39163689,Joint BSC (0x48...3dC3),PancakeSwap,0xeca95dbecba1163f7c44dbb7e83a22762131f4cfac262c8a55323bc9de47ad06
Binance Coin (BNB),2021-03-09 10:07,Fee,351.7549154,0.00111338,0.39,0,Joint BSC (0x48...3dC3),Joint BSC (0x48...3dC3),0xeca95dbecba1163f7c44dbb7e83a22762131f4cfac262c8a55323bc9de47ad06
Binance-Peg Ethereum Token (ETH),2021-03-09 10:08,Buy,2312.522855,0.02583395,59.74,0,PancakeSwap,Joint BSC (0x48...3dC3),0xa92b92e7430c9c2846a7b0393ec1ef7697a08c3992168f23efb623012214eb15
Bolt Dollar (BTD),2021-03-09 10:08,Sell,1.58380125,37.72039497,59.74,0.55869304,Joint BSC (0x48...3dC3),PancakeSwap,0xa92b92e7430c9c2846a7b0393ec1ef7697a08c3992168f23efb623012214eb15
Binance Coin (BNB),2021-03-09 10:08,Fee,351.7265726,0.00158843,0.56,0,Joint BSC (0x48...3dC3),Joint BSC (0x48...3dC3),0xa92b92e7430c9c2846a7b0393ec1ef7697a08c3992168f23efb623012214eb15
PancakeSwap (CAKE),2021-03-09 11:13,Buy,17.00454687,2.997,51.01,0.05101364,Binance,Binance,1300932
Bitcoin (BTC),2021-03-09 11:13,Sell,68263.93766,0.0007473,51.01,0,Binance,Binance,1300932
PancakeSwap (CAKE),2021-03-09 11:13,Buy,17.00454687,0.999,17,0.01700455,Binance,Binance,1300933
Bitcoin (BTC),2021-03-09 11:13,Sell,68263.93766,0.0002491,17,0,Binance,Binance,1300933
PancakeSwap (CAKE),2021-03-09 11:16,Transfer Out,15.00331754,3.98,59.71,0.24005308,Binance,0xe0ce66A454557CA072a9C7a7A92E99069fF66DF7,0xa52c7a6a79e3a4aaf4ef7908534983776a101440e9b2dfaf6e585af97a930816
PancakeSwap (CAKE),2021-03-09 11:16,Fee,15.00331754,0.016,0.24,0,Binance,Binance,0xa52c7a6a79e3a4aaf4ef7908534983776a101440e9b2dfaf6e585af97a930816
Binance Coin (BNB),2021-03-09 11:21,Buy,347.3015543,0.00464784,1.65,0.03294155,Binance,Binance,BTC_undefined
Binance Coin (BNB),2021-03-09 11:21,Buy,347.124277,0.00658718,2.33,0.04666392,Binance,Binance,GAS_undefined
Binance Coin (BNB),2021-03-09 11:21,Buy,347.124277,0.00017522,0.06,0.0012427,Binance,Binance,LIT_undefined
Binance Coin (BNB),2021-03-09 11:21,Buy,347.4232249,0.00000023,0,0,Binance,Binance,USDT_undefined
Bitcoin (BTC),2021-03-09 11:21,Sell,68346.20782,0.0000241,1.65,0,Binance,Binance,BTC_undefined
GAS,2021-03-09 11:21,Sell,13.76473949,0.16950804,2.33,0,Binance,Binance,GAS_undefined
Litentry (LIT),2021-03-09 11:21,Sell,12.10237515,0.0051284,0.06,0,Binance,Binance,LIT_undefined
Tether (USDT),2021-03-09 11:21,Sell,1.26575862,0.00006313,0,0,Binance,Binance,USDT_undefined
Binance Coin (BNB),2021-03-09 11:25,Transfer Out,346.4170978,0.01061045,3.68,0.27713368,Binance,0xe0ce66A454557CA072a9C7a7A92E99069fF66DF7,0x4066fd23b89451c1fc55587540725c150a061595d7799263950d7a820f9040d3
Binance Coin (BNB),2021-03-09 11:25,Fee,346.4170978,0.0008,0.28,0,Binance,Binance,0x4066fd23b89451c1fc55587540725c150a061595d7799263950d7a820f9040d3
PancakeSwap (CAKE),2021-03-09 11:31,Transfer In,15.00331754,2.97,44.56,0,Unknown,Binance,0xdade1a636834e65ddf8ffcfd5e8803e75718a8864ba66588bac0a76ec632032e
PancakeSwap (CAKE),2021-03-09 11:34,Transfer Out,15.00331754,1,15,0.24005308,Binance,0xe0ce66A454557CA072a9C7a7A92E99069fF66DF7,0x95c795bf20766a881ee8f9ccac2482f5c3028722831abf77681996fab68ee3e9
PancakeSwap (CAKE),2021-03-09 11:34,Fee,15.00331754,0.016,0.24,0,Binance,Binance,0x95c795bf20766a881ee8f9ccac2482f5c3028722831abf77681996fab68ee3e9
GAS,2021-03-09 20:11,Airdrop,13.77194638,0.00994098,0.14,0,Binance,Binance,43661170941
Stellar (XLM),2021-03-09 20:44,Interest,0.54728053,0.00000062,0,0,Binance,Binance,3831545556
Monero (XMR),2021-03-09 23:42,Interest,284.9174779,0.00005075,0.01,0,Binance,Binance,1792303285
Binance Coin (BNB),2021-03-09 23:44,Interest,354.5819071,0.00006253,0.02,0,Binance,Binance,1870964945
NEO,2021-03-10 0:17,Interest,54.14710246,0.00015557,0.01,0,Binance,Binance,1796350398
DASH,2021-03-10 0:22,Interest,309.537512,0.0000083,0,0,Binance,Binance,2151549539
Cardano (ADA),2021-03-10 1:03,Interest,1.45861811,0.0016162,0,0,Binance,Binance,281487053
Binance Coin (BNB),2021-03-10 9:43,Fee,357.8069263,0.00222165,0.79,0,CC Loan (0x60...8B4d),CC Loan (0x60...8B4d),0x284b53bdd0338aaa381c5bc3047c7862377c689b49688ed65b11930c76297626
Binance Coin (BNB),2021-03-10 9:44,Fee,358.836368,0.00044331,0.16,0,CC Loan (0x60...8B4d),0xebaaa639a55ecbebac4d7d43a5a6d7c5c1216a09,0xdbbaf5c7e2587d08ae79533cfed0168064f0c60bd3f65792804bc6b1e2d115ae
Bolt Dollar (BTD),2021-03-10 9:44,Buy,1.60494936,58.40568027,93.74,0,PancakeSwap,CC Loan (0x60...8B4d),0x6c815d8410e8de240801306802691892f5aa3c27eb84c3b3aefcbfb474307c30
Binance-Peg BUSD Token (BUSD),2021-03-10 9:44,Buy,1.26663952,68.83685598,87.19,0,PancakeSwap,CC Loan (0x60...8B4d),0x6c815d8410e8de240801306802691892f5aa3c27eb84c3b3aefcbfb474307c30
Binance Coin (BNB),2021-03-10 9:44,Fee,358.836368,0.00163827,0.59,0,CC Loan (0x60...8B4d),CC Loan (0x60...8B4d),0x6c815d8410e8de240801306802691892f5aa3c27eb84c3b3aefcbfb474307c30
Binance-Peg USD Coin (USDC),2021-03-10 9:45,Buy,1.26677801,68.37033728,86.61,0,PancakeSwap,CC Loan (0x60...8B4d),0xaf4592860586fb211407e2e70ee2a1768e36a59b4dd69f5e3bcc6105b1518653
Bolt Dollar (BTD),2021-03-10 9:45,Sell,1.48290439,58.40568027,86.61,0.6445909,CC Loan (0x60...8B4d),PancakeSwap,0xaf4592860586fb211407e2e70ee2a1768e36a59b4dd69f5e3bcc6105b1518653
Binance Coin (BNB),2021-03-10 9:45,Fee,359.3037327,0.001794,0.64,0,CC Loan (0x60...8B4d),CC Loan (0x60...8B4d),0xaf4592860586fb211407e2e70ee2a1768e36a59b4dd69f5e3bcc6105b1518653
Binance-Peg USD Coin (USDC),2021-03-10 9:46,Buy,1.26677801,68.30785201,86.53,0,PancakeSwap,CC Loan (0x60...8B4d),0x0f32238da412f3a68053a2402dfb5e3d68d7316813a2467a737da5049ec4d15a
Binance-Peg BUSD Token (BUSD),2021-03-10 9:46,Sell,1.25704296,68.83685598,86.53,0.81529295,CC Loan (0x60...8B4d),PancakeSwap,0x0f32238da412f3a68053a2402dfb5e3d68d7316813a2467a737da5049ec4d15a
Binance Coin (BNB),2021-03-10 9:46,Fee,360.2676726,0.00226302,0.82,0,CC Loan (0x60...8B4d),CC Loan (0x60...8B4d),0x0f32238da412f3a68053a2402dfb5e3d68d7316813a2467a737da5049ec4d15a
Binance-Peg USD Coin (USDC),2021-03-10 10:16,Transfer Out,1.26677801,136.6781893,173.14,0.14019768,CC Loan (0x60...8B4d),0xb6ec88c19b403220d16a1239facbe2d23bbe8502,0x74579d8906c00d9245bedc58165d42992e1dbd5cd2e8c39fa90a835abbe19ac0
Binance Coin (BNB),2021-03-10 10:16,Fee,360.3405086,0.00038907,0.14,0,CC Loan (0x60...8B4d),CC Loan (0x60...8B4d),0x74579d8906c00d9245bedc58165d42992e1dbd5cd2e8c39fa90a835abbe19ac0
USD Coin (USDC),2021-03-10 10:17,Transfer In,1.26677801,136.6781893,173.14,0,Unknown,Binance,0x74579d8906c00d9245bedc58165d42992e1dbd5cd2e8c39fa90a835abbe19ac0
Monero (XMR),2021-03-10 21:19,Interest,276.9293188,0.00005075,0.01,0,Binance,Binance,242046320
Binance Coin (BNB),2021-03-10 21:59,Interest,356.1077296,0.00006256,0.02,0,Binance,Binance,3202700348
Cardano (ADA),2021-03-10 22:16,Interest,1.42376185,0.00166241,0,0,Binance,Binance,1937131966
Stellar (XLM),2021-03-10 23:02,Interest,0.51569571,0.00000062,0,0,Binance,Binance,2503066746
NEO,2021-03-10 23:09,Interest,51.37378574,0.00015557,0.01,0,Binance,Binance,3478478608
DASH,2021-03-10 23:23,Interest,294.9247922,0.0000083,0,0,Binance,Binance,3595594919
NEO,2021-03-11 20:23,Interest,52.09467696,0.00015558,0.01,0,Binance,Binance,2952441148
Cardano (ADA),2021-03-11 21:04,Interest,1.39623898,0.00170863,0,0,Binance,Binance,871645141
Binance Coin (BNB),2021-03-11 21:58,Interest,352.4148172,0.00006256,0.02,0,Binance,Binance,2766967668
Monero (XMR),2021-03-11 21:58,Interest,275.8731767,0.00005076,0.01,0,Binance,Binance,112898035
Stellar (XLM),2021-03-11 22:19,Interest,0.50648643,0.00000062,0,0,Binance,Binance,1897069303
DASH,2021-03-11 22:34,Interest,293.6767825,0.0000083,0,0,Binance,Binance,3584806823
Crypto.com Coin (CRO),2021-03-12 15:52,Cashback,0.23117368,10.72786496,2.48,0,Crypto.com,Crypto.com,4061372887
NEO,2021-03-12 20:58,Interest,49.63044041,0.00015558,0.01,0,Binance,Binance,1624254512
DASH,2021-03-12 21:39,Interest,281.3181843,0.0000083,0,0,Binance,Binance,415761773
Binance Coin (BNB),2021-03-12 21:54,Interest,325.9505667,0.00006256,0.02,0,Binance,Binance,2944376721
Cardano (ADA),2021-03-12 22:16,Interest,1.33005092,0.00175484,0,0,Binance,Binance,2150508061
Monero (XMR),2021-03-12 22:54,Interest,277.6616012,0.00005076,0.01,0,Binance,Binance,3253626298
Stellar (XLM),2021-03-12 22:58,Interest,0.48309219,0.00000062,0,0,Binance,Binance,2440606035
DASH,2021-03-13 20:46,Interest,304.2290846,0.0000083,0,0,Binance,Binance,3398866340
Cardano (ADA),2021-03-13 20:51,Interest,1.36104889,0.00175491,0,0,Binance,Binance,3360957566
Binance Coin (BNB),2021-03-13 20:58,Interest,340.7532641,0.00006257,0.02,0,Binance,Binance,3456324307
Stellar (XLM),2021-03-13 21:15,Interest,0.50928672,0.00000062,0,0,Binance,Binance,2091350012
Monero (XMR),2021-03-13 21:55,Interest,297.4218882,0.00005076,0.02,0,Binance,Binance,3356951606
NEO,2021-03-13 22:59,Interest,52.5639158,0.00015558,0.01,0,Binance,Binance,3149248926
Crypto.com Coin (CRO),2021-03-14 19:32,Cashback,0.23662964,3.8034119,0.9,0,Crypto.com,Crypto.com,330277344
Cardano (ADA),2021-03-14 21:40,Interest,1.32634417,0.00184728,0,0,Binance,Binance,1385711699
Stellar (XLM),2021-03-14 21:55,Interest,0.49204621,0.00000062,0,0,Binance,Binance,1979755579
DASH,2021-03-14 22:10,Interest,291.7357745,0.0000083,0,0,Binance,Binance,2335537764
NEO,2021-03-14 22:41,Interest,49.87759183,0.00015558,0.01,0,Binance,Binance,2541696664
Binance Coin (BNB),2021-03-14 23:03,Interest,332.1132245,0.00006257,0.02,0,Binance,Binance,3219916499
Monero (XMR),2021-03-14 23:52,Interest,293.4911194,0.00005076,0.01,0,Binance,Binance,4066593557
Crypto.com Coin (CRO),2021-03-15 19:51,Cashback,0.22462876,1.02391163,0.23,0,Crypto.com,Crypto.com,3504581765
Monero (XMR),2021-03-15 21:35,Interest,276.4116341,0.00005077,0.01,0,Binance,Binance,370641434
DASH,2021-03-15 22:11,Interest,276.6028387,0.0000083,0,0,Binance,Binance,3972373540
Cardano (ADA),2021-03-15 22:54,Interest,1.2734012,0.00189349,0,0,Binance,Binance,1905533372
Binance Coin (BNB),2021-03-15 23:28,Interest,306.1310019,0.00006257,0.02,0,Binance,Binance,3617008511
NEO,2021-03-15 23:49,Interest,48.13098023,0.00015558,0.01,0,Binance,Binance,3329517629
Stellar (XLM),2021-03-16 0:13,Interest,0.4791408,0.00000062,0,0,Binance,Binance,1703784663
SaltSwap (SALT),2021-03-16 0:14,Staking,4.61951487,0.11512477,0.53,0,0xdda39b0a11de6e0ebce995d4a065960532eb332e,Wallace BSC (0xf5...76A0),0x1866916a4073f13273e10a78b62409e707a46b2bd2bd257436e9bc8a226cdbda
Binance Coin (BNB),2021-03-16 0:14,Fee,307.3997341,0.00141862,0.44,0,Wallace BSC (0xf5...76A0),Wallace BSC (0xf5...76A0),0x1866916a4073f13273e10a78b62409e707a46b2bd2bd257436e9bc8a226cdbda
PancakeSwap (CAKE),2021-03-16 0:15,Buy,12.46341561,63.32906282,789.3,0,0xe0b473c0dd6d7fea5b395c3ce7ffd4fef0ab4373,Wallace BSC (0xf5...76A0),0x940f2b4ebed21f87435d519c2afb14f0fa78a39bd222f534844c796944effa82
Binance Coin (BNB),2021-03-16 0:15,Fee,307.43111,0.00536511,1.65,0,Wallace BSC (0xf5...76A0),Wallace BSC (0xf5...76A0),0x940f2b4ebed21f87435d519c2afb14f0fa78a39bd222f534844c796944effa82
Binance Coin (BNB),2021-03-16 0:15,Fee,307.43111,0.0004443,0.14,0,Wallace BSC (0xf5...76A0),PancakeSwap,0xdc58fa16b541cf8552e8e0414dd7ed801cb7095607b5b1896e00e05a975982b7
PancakeSwap (CAKE),2021-03-16 0:16,Transfer Out,12.46341561,63.32906282,789.3,0.80196421,Wallace BSC (0xf5...76A0),0xedfcb78e73f7ba6ad2d829bf5d462a0924da28ed,0xf9e702f12bad6a269c446fcde57d4d971ade065c43fa3be4263b71660c980494
