Currency,Timestamp,Trade Type,Price,Quantity,Value (Incl. Fee),Fee,From,To,Transaction Id
Monero (XMR),2020-08-09 20:52,Interest,123.9825735,0.00002524,0,0,Binance,Binance,161586238
Ethereum (ETH),2020-08-09 20:58,Interest,522.1789561,0.00002552,0.01,0,Binance,Binance,1629676178
Tether (USDT),2020-08-09 21:00,Interest,1.33482091,0.01505351,0.02,0,Binance,Binance,725771959
Stellar (XLM),2020-08-09 21:00,Interest,0.14021613,0.01014385,0,0,Binance,Binance,813574622
Bitcoin (BTC),2020-08-09 21:06,Interest,15711.94389,0.00000031,0,0,Binance,Binance,1085468281
Bitcoin (BTC),2020-08-10 20:50,Interest,15743.12948,0.00000042,0.01,0,Binance,Binance,350698998
Ethereum (ETH),2020-08-10 21:03,Interest,524.743982,0.00002712,0.01,0,Binance,Binance,3273971319
Stellar (XLM),2020-08-10 21:06,Interest,0.14033396,0.00896943,0,0,Binance,Binance,620568923
Tether (USDT),2020-08-10 21:07,Interest,1.32821735,0.20024151,0.27,0,Binance,Binance,4077272538
Cardano (ADA),2020-08-10 21:23,Interest,0.18991544,0.07375133,0.01,0,Binance,Binance,3332605434
Monero (XMR),2020-08-10 21:24,Interest,124.3039768,0.00002524,0,0,Binance,Binance,2352400505
Tether (USDT),2020-08-11 2:15,Transfer Out,1.32821735,"1,080.64",1435.33,3.14787511,Binance,0x3913786f5161Adf0997990C1c919130E8809D26F,0xd36db8141acaef2a6a51a8cbfedfaf43dcf8d21a1910509614e0f1645e608be7
Tether (USDT),2020-08-11 2:15,Fee,1.32821735,2.37,3.15,0,Binance,Binance,0xd36db8141acaef2a6a51a8cbfedfaf43dcf8d21a1910509614e0f1645e608be7
Crypto.com Coin (CRO),2020-08-11 6:42,Buy,0.22456689,0.00956118,0,0,Crypto.com,Crypto.com,89275910
Tether (USDT),2020-08-11 6:42,Sell,1.32821735,0.00159,0,0,Crypto.com,Crypto.com,1838858139
Monero (XMR),2020-08-11 21:05,Interest,115.8064051,0.00002524,0,0,Binance,Binance,1992966238
Cardano (ADA),2020-08-11 21:07,Interest,0.17887927,0.07375338,0.01,0,Binance,Binance,2894629235
Bitcoin (BTC),2020-08-11 21:10,Interest,15039.40375,0.00000042,0.01,0,Binance,Binance,117500188
Stellar (XLM),2020-08-11 21:16,Interest,0.13325874,0.00896956,0,0,Binance,Binance,1686717884
Ethereum (ETH),2020-08-11 21:26,Interest,501.8814763,0.00002712,0.01,0,Binance,Binance,4222694652
Bitcoin (BTC),2020-08-12 20:59,Interest,15360.62674,0.00000043,0.01,0,Binance,Binance,3886431483
Monero (XMR),2020-08-12 21:04,Interest,118.5610282,0.00002359,0,0,Binance,Binance,190375858
Stellar (XLM),2020-08-12 21:18,Interest,0.13413073,0.00857814,0,0,Binance,Binance,1696238168
Ethereum (ETH),2020-08-12 21:25,Interest,518.5871077,0.00002903,0.02,0,Binance,Binance,4279893852
Cardano (ADA),2020-08-12 21:25,Interest,0.18076578,0.07522146,0.01,0,Binance,Binance,2739373232
Bitcoin (BTC),2020-08-13 21:23,Interest,15565.32835,0.00000043,0.01,0,Binance,Binance,1165985020
Ethereum (ETH),2020-08-13 21:25,Interest,561.889909,0.00002903,0.02,0,Binance,Binance,3373942879
Stellar (XLM),2020-08-13 21:31,Interest,0.13434095,0.00857824,0,0,Binance,Binance,2283373233
Cardano (ADA),2020-08-13 21:37,Interest,0.18627195,0.07522354,0.01,0,Binance,Binance,2901534618
Monero (XMR),2020-08-13 21:57,Interest,122.0742277,0.00002359,0,0,Binance,Binance,3760854971
Crypto.com Coin (CRO),2020-08-14 13:17,Buy,0.21805621,2.8891633,0.63,0,Crypto.com,Crypto.com,462334629
TrueUSD (TUSD),2020-08-14 13:17,Sell,1.31759999,0.47814208,0.63,0,Crypto.com,Crypto.com,1309448235
Crypto.com Coin (CRO),2020-08-14 13:37,Buy,0.21916,250,54.79,0,Crypto.com,Crypto.com,2306712108
Crypto.com Coin (CRO),2020-08-14 13:41,Transfer Out,0.2173913,115,25,0,Crypto.com,Crypto.com,890162362
Crypto.com Coin (CRO),2020-08-14 13:41,Income,0.2173913,5.75,1.25,0,Crypto.com,Crypto.com,3435934350
Crypto.com Coin (CRO),2020-08-14 13:42,Transfer Out,0.21754895,137.9,30,0,Crypto.com,Crypto.com,2807027645
Crypto.com Coin (CRO),2020-08-14 13:42,Income,0.21754895,3.4475,0.75,0,Crypto.com,Crypto.com,1211823951
Ethereum (ETH),2020-08-14 20:57,Interest,581.0515542,0.00002903,0.02,0,Binance,Binance,336584272
Stellar (XLM),2020-08-14 21:04,Interest,0.13880419,0.00857835,0,0,Binance,Binance,871481526
Cardano (ADA),2020-08-14 21:17,Interest,0.18465043,0.07522567,0.01,0,Binance,Binance,2612885040
Monero (XMR),2020-08-14 21:24,Interest,121.0450143,0.00002359,0,0,Binance,Binance,1939589875
Bitcoin (BTC),2020-08-14 21:35,Interest,15796.43507,0.00000043,0.01,0,Binance,Binance,2175478038
Chainlink (LINK),2020-08-14 21:44,Transfer Out,22.50389552,25,562.6,2.705885,Wallace ETH (0xf5...76A0),Binance,0x286646a5ba3525064495ea324314ba7aa492235afc46efbc6b649c6c00f62dc8
Ethereum (ETH),2020-08-14 21:44,Fee,582.3111069,0.0046468,2.71,0,Wallace ETH (0xf5...76A0),Wallace ETH (0xf5...76A0),0x286646a5ba3525064495ea324314ba7aa492235afc46efbc6b649c6c00f62dc8
Chainlink (LINK),2020-08-14 21:46,Transfer In,22.50389552,25,562.6,0,0xf58cba27c683bc918566cbac888d3fab5bf076a0,Binance,0x286646a5ba3525064495ea324314ba7aa492235afc46efbc6b649c6c00f62dc8
WAVES,2020-08-14 21:52,Buy,4.54722833,90,409.25,0,Binance,Binance,3662660
WAVES,2020-08-14 21:52,Buy,4.54781289,37.93,172.5,0,Binance,Binance,3662661
Ethereum (ETH),2020-08-14 21:52,Sell,584.5517849,0.70011,409.25,0.30604916,Binance,Binance,3662660
Ethereum (ETH),2020-08-14 21:52,Sell,584.5517849,0.2950954,172.5,0.12898264,Binance,Binance,3662661
Binance Coin (BNB),2020-08-14 21:52,Fee,30.86514035,0.00991569,0.31,0,Binance,Binance,3662660
Binance Coin (BNB),2020-08-14 21:52,Fee,30.86514035,0.00417891,0.13,0,Binance,Binance,3662661
Ethereum (ETH),2020-08-14 21:54,Buy,584.6843694,0.07714812,45.11,0,Binance,Binance,9171821
Chainlink (LINK),2020-08-14 21:54,Sell,22.22034477,2.03,45.11,0.03381514,Binance,Binance,9171821
Binance Coin (BNB),2020-08-14 21:54,Fee,30.86421226,0.00109561,0.03,0,Binance,Binance,9171821
Ethereum (ETH),2020-08-14 22:30,Buy,583.3452659,0.2926308,170.7,0,Binance,Binance,9172404
Chainlink (LINK),2020-08-14 22:30,Sell,22.16945349,7.7,170.7,0.12806938,Binance,Binance,9172404
Binance Coin (BNB),2020-08-14 22:30,Fee,30.74289745,0.00416582,0.13,0,Binance,Binance,9172404
Ethereum (ETH),2020-08-14 22:30,Buy,583.3452659,0.5776608,336.98,0,Binance,Binance,9172405
Chainlink (LINK),2020-08-14 22:30,Sell,22.16945349,15.2,336.98,0.25281268,Binance,Binance,9172405
Binance Coin (BNB),2020-08-14 22:30,Fee,30.74289745,0.00822345,0.25,0,Binance,Binance,9172405
Ethereum (ETH),2020-08-14 22:30,Buy,583.3452659,0.00266028,1.55,0,Binance,Binance,9172406
Chainlink (LINK),2020-08-14 22:30,Sell,22.16945349,0.07,1.55,0.00116393,Binance,Binance,9172406
Binance Coin (BNB),2020-08-14 22:30,Fee,30.74289745,0.00003786,0,0,Binance,Binance,9172406
Cardano (ADA),2020-08-15 21:02,Interest,0.18209155,0.07522779,0.01,0,Binance,Binance,1852969878
Monero (XMR),2020-08-15 21:06,Interest,119.2378718,0.00002359,0,0,Binance,Binance,1072304190
Ethereum (ETH),2020-08-15 21:10,Interest,564.7834365,0.00002903,0.02,0,Binance,Binance,4070044410
Stellar (XLM),2020-08-15 21:24,Interest,0.14140609,0.00857845,0,0,Binance,Binance,583107668
Bitcoin (BTC),2020-08-15 22:16,Interest,15729.22799,0.00000043,0.01,0,Binance,Binance,528078576
Binance Coin (BNB),2020-08-16 1:53,Transfer In,30.60633542,4.5697962,139.86,0,Unknown,Binance,99907FB03DA776523E48E5DA66C968F3B1756CD000FB20092ED87FC19363DA60
Ethereum (ETH),2020-08-16 21:19,Interest,563.390509,0.00003108,0.02,0,Binance,Binance,3322394579
Stellar (XLM),2020-08-16 21:23,Interest,0.1513791,0.00857855,0,0,Binance,Binance,2826625076
Bitcoin (BTC),2020-08-16 21:40,Interest,15617.05869,0.00000043,0.01,0,Binance,Binance,790969277
Monero (XMR),2020-08-16 21:42,Interest,120.4428295,0.00002359,0,0,Binance,Binance,3716311797
Cardano (ADA),2020-08-16 21:43,Interest,0.18245862,0.07522991,0.01,0,Binance,Binance,1372524981
Ethereum (ETH),2020-08-17 7:51,Fee,563.5885466,0.00491575,2.77,0,Wallace ETH (0xf5...76A0),0xa2107fa5b38d9bbd2c461d6edf11b11a50f6b974,0xe3de51e3c2978cb29e4b2278d061b1dcc1e6458a1812f2d1d6529a7954e9e146
Chainlink (LINK),2020-08-17 7:54,Buy,24.85500777,15.86436393,394.31,0,Uniswap,Wallace ETH (0xf5...76A0),0xce983568296833d6ea9432c0f9e2a78be3ba9b715962139de709b94c61060019
Ethereum (ETH),2020-08-17 7:54,Buy,563.6941666,0.7092575,408.4,8.59750063,Uniswap,Wallace ETH (0xf5...76A0),0xce983568296833d6ea9432c0f9e2a78be3ba9b715962139de709b94c61060019
Kyber Network (KNC),2020-08-17 8:04,Transfer Out,2.47968996,333.17,826.16,4.53783262,Binance,Wallace ETH (0xf5...76A0),0x2e0fd221b00e8c036726ebc5ff33f3f1dcaf4246bcb2a47c2b140ab174808674
Kyber Network (KNC),2020-08-17 8:04,Fee,2.47968996,1.83,4.54,0,Binance,Binance,0x2e0fd221b00e8c036726ebc5ff33f3f1dcaf4246bcb2a47c2b140ab174808674
Chainlink (LINK),2020-08-17 8:05,Transfer Out,24.85500777,110.1678941,2738.22,1.42876382,Wallace ETH (0xf5...76A0),Binance,0x9a0f8a0ab39deafa74df547595a9b2761d8d265073cea84e6907436730b3326c
Ethereum (ETH),2020-08-17 8:05,Fee,565.0144171,0.00252872,1.43,0,Wallace ETH (0xf5...76A0),Wallace ETH (0xf5...76A0),0x9a0f8a0ab39deafa74df547595a9b2761d8d265073cea84e6907436730b3326c
Chainlink (LINK),2020-08-17 8:08,Transfer In,24.85500777,110.1678941,2738.22,0,0xf58cba27c683bc918566cbac888d3fab5bf076a0,Binance,0x9a0f8a0ab39deafa74df547595a9b2761d8d265073cea84e6907436730b3326c
Kyber Network (KNC),2020-08-17 8:08,Transfer In,2.47968996,333.17,826.16,0,Binance,Wallace ETH (0xf5...76A0),0x2e0fd221b00e8c036726ebc5ff33f3f1dcaf4246bcb2a47c2b140ab174808674
Ethereum (ETH),2020-08-17 19:42,Buy,569.8333316,0.18359622,104.62,0,Binance,Binance,9257300
Ethereum (ETH),2020-08-17 19:42,Buy,569.8333316,0.14958108,85.24,0,Binance,Binance,9257301
Ethereum (ETH),2020-08-17 19:42,Buy,569.8333316,0.01699515,9.68,0,Binance,Binance,9257302
Ethereum (ETH),2020-08-17 19:42,Buy,569.8333316,0.18879,107.58,0,Binance,Binance,9257303
Ethereum (ETH),2020-08-17 19:42,Buy,569.8333316,0.02869076,16.35,0,Binance,Binance,9257304
Ethereum (ETH),2020-08-17 19:42,Buy,569.8333316,0.01849652,10.54,0,Binance,Binance,9257305
Ethereum (ETH),2020-08-17 19:42,Buy,569.8333316,0.03245984,18.5,0,Binance,Binance,9257306
Ethereum (ETH),2020-08-17 19:42,Buy,569.8333316,0.0113211,6.45,0,Binance,Binance,9257307
Ethereum (ETH),2020-08-17 19:42,Buy,569.8333316,0.67630686,385.77,0.38576577,Binance,Binance,9257308
Ethereum (ETH),2020-08-17 19:42,Buy,569.8333316,0.11357332,64.72,0,Binance,Binance,9257309
Ethereum (ETH),2020-08-17 19:42,Buy,569.8333316,0.45346204,258.66,0.25865875,Binance,Binance,9257310
Ethereum (ETH),2020-08-17 19:42,Buy,569.8333316,0.1490335,84.92,0,Binance,Binance,9257311
Ethereum (ETH),2020-08-17 19:42,Buy,569.8333316,0.0441441,25.15,0,Binance,Binance,9257312
Ethereum (ETH),2020-08-17 19:42,Buy,569.8333316,0.01207008,6.88,0,Binance,Binance,9257313
Ethereum (ETH),2020-08-17 19:42,Buy,569.8333316,0.01734752,9.89,0,Binance,Binance,9257314
Ethereum (ETH),2020-08-17 19:42,Buy,569.8333316,0.23279006,132.78,0.13278256,Binance,Binance,9257315
Ethereum (ETH),2020-08-17 19:42,Buy,569.8333316,0.68328473,389.75,0.3897489,Binance,Binance,9257316
Ethereum (ETH),2020-08-17 19:42,Buy,569.8333316,0.25387757,144.81,0.14481174,Binance,Binance,9257317
Ethereum (ETH),2020-08-17 19:42,Buy,569.8333316,0.88668812,505.77,0.50577267,Binance,Binance,9257318
Chainlink (LINK),2020-08-17 19:42,Sell,21.52659377,4.86,104.62,0.07852529,Binance,Binance,9257300
Chainlink (LINK),2020-08-17 19:42,Sell,21.52431443,3.96,85.24,0.06397508,Binance,Binance,9257301
Chainlink (LINK),2020-08-17 19:42,Sell,21.52089543,0.45,9.68,0.0072706,Binance,Binance,9257302
Chainlink (LINK),2020-08-17 19:42,Sell,21.51576693,5,107.58,0.08074514,Binance,Binance,9257303
Chainlink (LINK),2020-08-17 19:42,Sell,21.5117781,0.76,16.35,0.0122704,Binance,Binance,9257304
Chainlink (LINK),2020-08-17 19:42,Sell,21.5100686,0.49,10.54,0.00791208,Binance,Binance,9257305
Chainlink (LINK),2020-08-17 19:42,Sell,21.50778927,0.86,18.5,0.01388295,Binance,Binance,9257306
Chainlink (LINK),2020-08-17 19:42,Sell,21.50380043,0.3,6.45,0.00484137,Binance,Binance,9257307
Chainlink (LINK),2020-08-17 19:42,Sell,21.5032306,17.94,385.77,0,Binance,Binance,9257308
Chainlink (LINK),2020-08-17 19:42,Sell,21.50095127,3.01,64.72,0.04857339,Binance,Binance,9257309
Chainlink (LINK),2020-08-17 19:42,Sell,21.50095127,12.03,258.66,0,Binance,Binance,9257310
Chainlink (LINK),2020-08-17 19:42,Sell,21.4998116,3.95,84.92,0.06373961,Binance,Binance,9257311
Chainlink (LINK),2020-08-17 19:42,Sell,21.4998116,1.17,25.15,0.0188784,Binance,Binance,9257312
Chainlink (LINK),2020-08-17 19:42,Sell,21.49354343,0.32,6.88,0.00516196,Binance,Binance,9257313
Chainlink (LINK),2020-08-17 19:42,Sell,21.4895546,0.46,9.89,0.00742033,Binance,Binance,9257314
Chainlink (LINK),2020-08-17 19:42,Sell,21.4861356,6.18,132.78,0,Binance,Binance,9257315
Chainlink (LINK),2020-08-17 19:42,Sell,21.48556577,18.14,389.75,0,Binance,Binance,9257316
Chainlink (LINK),2020-08-17 19:42,Sell,21.48556577,6.74,144.81,0,Binance,Binance,9257317
Chainlink (LINK),2020-08-17 19:42,Sell,21.48556577,23.54,505.77,0,Binance,Binance,9257318
Binance Coin (BNB),2020-08-17 19:42,Fee,31.06430676,0.00252783,0.08,0,Binance,Binance,9257300
Binance Coin (BNB),2020-08-17 19:42,Fee,31.06430676,0.00205944,0.06,0,Binance,Binance,9257301
Binance Coin (BNB),2020-08-17 19:42,Fee,31.06430676,0.00023405,0.01,0,Binance,Binance,9257302
Binance Coin (BNB),2020-08-17 19:42,Fee,31.06430676,0.00259929,0.08,0,Binance,Binance,9257303
Binance Coin (BNB),2020-08-17 19:42,Fee,31.06430676,0.000395,0.01,0,Binance,Binance,9257304
Binance Coin (BNB),2020-08-17 19:42,Fee,31.06430676,0.0002547,0.01,0,Binance,Binance,9257305
Binance Coin (BNB),2020-08-17 19:42,Fee,31.06430676,0.00044691,0.01,0,Binance,Binance,9257306
Binance Coin (BNB),2020-08-17 19:42,Fee,31.06430676,0.00015585,0,0,Binance,Binance,9257307
Binance Coin (BNB),2020-08-17 19:42,Fee,31.06430676,0.00156364,0.05,0,Binance,Binance,9257309
Binance Coin (BNB),2020-08-17 19:42,Fee,31.06430676,0.00205186,0.06,0,Binance,Binance,9257311
Binance Coin (BNB),2020-08-17 19:42,Fee,31.06430676,0.00060772,0.02,0,Binance,Binance,9257312
Binance Coin (BNB),2020-08-17 19:42,Fee,31.06430676,0.00016617,0.01,0,Binance,Binance,9257313
Binance Coin (BNB),2020-08-17 19:42,Fee,31.06430676,0.00023887,0.01,0,Binance,Binance,9257314
Stellar (XLM),2020-08-17 21:04,Interest,0.1502254,0.00857866,0,0,Binance,Binance,1004565043
Ethereum (ETH),2020-08-17 21:08,Interest,569.5030197,0.00004936,0.03,0,Binance,Binance,3306747899
Cardano (ADA),2020-08-17 21:21,Interest,0.18723279,0.07376578,0.01,0,Binance,Binance,788565682
Bitcoin (BTC),2020-08-17 21:22,Interest,16262.06789,0.00000043,0.01,0,Binance,Binance,1141274800
Monero (XMR),2020-08-17 21:22,Interest,122.9536559,0.00002387,0,0,Binance,Binance,4089379192
Ethereum (ETH),2020-08-18 20:58,Interest,558.0262726,0.00004937,0.03,0,Binance,Binance,3400338770
Bitcoin (BTC),2020-08-18 21:08,Interest,15804.49842,0.00000043,0.01,0,Binance,Binance,1852666747
Cardano (ADA),2020-08-18 21:32,Interest,0.18102779,0.07376786,0.01,0,Binance,Binance,1573973269
Stellar (XLM),2020-08-18 21:36,Interest,0.14245946,0.00857876,0,0,Binance,Binance,2652474838
Monero (XMR),2020-08-18 21:36,Interest,122.9223474,0.00002387,0,0,Binance,Binance,2944874869
Stellar (XLM),2020-08-19 21:05,Interest,0.13481416,0.00857887,0,0,Binance,Binance,1523923704
Ethereum (ETH),2020-08-19 21:11,Interest,544.6771268,0.00014608,0.08,0,Binance,Binance,3628726611
Monero (XMR),2020-08-19 21:12,Interest,120.2132468,0.00002387,0,0,Binance,Binance,894179219
Bitcoin (BTC),2020-08-19 21:14,Interest,15550.29208,0.00000043,0.01,0,Binance,Binance,4200312950
Cardano (ADA),2020-08-19 21:28,Interest,0.17256105,0.07376991,0.01,0,Binance,Binance,3110765149
Ethereum (ETH),2020-08-20 7:31,Airdrop,537.1246151,0.00252345,1.36,0,Binance,Binance,10303271102
Cardano (ADA),2020-08-20 20:44,Interest,0.17534247,0.07377195,0.01,0,Binance,Binance,107681021
Monero (XMR),2020-08-20 20:50,Interest,133.743976,0.00002387,0,0,Binance,Binance,2364963188
Stellar (XLM),2020-08-20 20:56,Interest,0.14106543,0.00857897,0,0,Binance,Binance,1023974558
Ethereum (ETH),2020-08-20 21:00,Interest,548.2604379,0.00014608,0.08,0,Binance,Binance,1509236375
Bitcoin (BTC),2020-08-20 21:11,Interest,15599.03727,0.00000043,0.01,0,Binance,Binance,3832103152
Ethereum (ETH),2020-08-20 22:59,Buy,542.5041456,1.05666751,573.82,0.57382291,Binance,Binance,3748667
WAVES,2020-08-20 22:59,Sell,4.48542428,127.93,573.82,0,Binance,Binance,3748667
Kyber Network (KNC),2020-08-21 0:32,Airdrop,2.26959873,0.09315621,0.21,0,Binance,Binance,10322986929
Ethereum (ETH),2020-08-21 11:56,Transfer In,534.6618574,0.1847395,98.77,0,0x24ba2bbc85b28a3726501f26de9d5f13a3379b00,Wallace ETH (0xf5...76A0),0xc74363e280109bda35449227aefad2e02291a3cb0debee9a0acf5365b5aeabdb
Ampleforth (AMPL),2020-08-21 12:01,Buy,0.96520238,442.7889399,427.38,0,Uniswap,Wallace ETH (0xf5...76A0),0x969973918aeb8023a475401d5f38d0f2f605167fd1545fcfc9132499b1ee71ce
Ethereum (ETH),2020-08-21 12:01,Sell,534.2261748,0.8198144,437.97,10.58537112,Wallace ETH (0xf5...76A0),Uniswap,0x969973918aeb8023a475401d5f38d0f2f605167fd1545fcfc9132499b1ee71ce
Stellar (XLM),2020-08-21 20:56,Interest,0.13143368,0.00857907,0,0,Binance,Binance,2055715418
Bitcoin (BTC),2020-08-21 21:09,Interest,15019.79274,0.00000043,0.01,0,Binance,Binance,3028293846
Ethereum (ETH),2020-08-21 21:11,Interest,503.9374644,0.00014608,0.07,0,Binance,Binance,3688306395
Cardano (ADA),2020-08-21 21:18,Interest,0.15798615,0.07377399,0.01,0,Binance,Binance,2149171387
Monero (XMR),2020-08-21 21:22,Interest,121.5377215,0.00002387,0,0,Binance,Binance,1255315391
Ethereum (ETH),2020-08-22 7:51,Buy,516.843387,0.13543755,70,0,Crypto.com,Crypto.com,2084689919
Canadian Dollar (CAD),2020-08-22 7:51,Sell,1,70,70,0,Crypto.com,Crypto.com,2084689919
Ethereum (ETH),2020-08-22 20:16,Transfer In,519.6978642,4.89058375,2541.63,0,Unknown,Binance,0x89f041683f56ede8e869016a125e449c3405f56c40c7ce922c368cba902aaf08
Cardano (ADA),2020-08-22 20:56,Interest,0.16482532,0.07377603,0.01,0,Binance,Binance,272194974
Ethereum (ETH),2020-08-22 21:00,Interest,518.380105,0.00014614,0.08,0,Binance,Binance,134585658
Monero (XMR),2020-08-22 21:01,Interest,124.8823242,0.00002387,0,0,Binance,Binance,448735920
Stellar (XLM),2020-08-22 21:10,Interest,0.13505773,0.00857918,0,0,Binance,Binance,1042368503
Bitcoin (BTC),2020-08-22 21:12,Interest,15323.24633,0.00000043,0.01,0,Binance,Binance,4037695544
Ethereum (ETH),2020-08-23 20:50,Interest,514.6166035,0.0000297,0.02,0,Binance,Binance,780420007
Stellar (XLM),2020-08-23 21:05,Interest,0.13581664,0.00857928,0,0,Binance,Binance,641216944
Bitcoin (BTC),2020-08-23 21:08,Interest,15370.34196,0.00000043,0.01,0,Binance,Binance,1301598038
Cardano (ADA),2020-08-23 21:27,Interest,0.15941899,0.07377807,0.01,0,Binance,Binance,1231383249
Monero (XMR),2020-08-23 21:28,Interest,120.6417299,0.00002387,0,0,Binance,Binance,2647730460
Bitcoin (BTC),2020-08-24 21:00,Interest,15496.66628,0.00000043,0.01,0,Binance,Binance,2628300061
Monero (XMR),2020-08-24 21:14,Interest,123.8216747,0.00001152,0,0,Binance,Binance,2648294741
Cardano (ADA),2020-08-24 21:24,Interest,0.16228396,0.06210115,0.01,0,Binance,Binance,1796291446
Stellar (XLM),2020-08-24 21:25,Interest,0.13629697,0.00760397,0,0,Binance,Binance,3347579003
Ethereum (ETH),2020-08-24 21:25,Interest,534.7688173,0.00014527,0.08,0,Binance,Binance,1403379199
Swipe (SXP),2020-08-25 1:14,Airdrop,3.88658202,0.13678181,0.53,0,Binance,Binance,10416000705
Monero (XMR),2020-08-25 20:48,Interest,116.5559506,0.00001152,0,0,Binance,Binance,3242259122
Bitcoin (BTC),2020-08-25 21:01,Interest,14849.88462,0.00000043,0.01,0,Binance,Binance,949425176
Ethereum (ETH),2020-08-25 21:02,Interest,500.4152715,0.00026307,0.13,0,Binance,Binance,2772398578
Stellar (XLM),2020-08-25 21:03,Interest,0.12850095,0.00760406,0,0,Binance,Binance,1119041810
Cardano (ADA),2020-08-25 21:10,Interest,0.14651461,0.06210287,0.01,0,Binance,Binance,2952621394
Ethereum (ETH),2020-08-26 20:43,Interest,510.2241938,0.00026308,0.13,0,Binance,Binance,239797493
Stellar (XLM),2020-08-26 20:53,Interest,0.12898388,0.00760414,0,0,Binance,Binance,4049268925
Bitcoin (BTC),2020-08-26 21:10,Interest,15043.25671,0.00000043,0.01,0,Binance,Binance,1174954705
Monero (XMR),2020-08-26 21:15,Interest,116.8733254,0.00001152,0,0,Binance,Binance,1272658000
Cardano (ADA),2020-08-26 21:24,Interest,0.15096487,0.06210431,0.01,0,Binance,Binance,1524451098
Polkadot (DOT),2020-08-27 4:47,Buy,8.48205319,40.959,347.76,0.34776418,Binance,Binance,746197
Bitcoin (BTC),2020-08-27 4:47,Sell,14955.83663,0.02325274,347.76,0,Binance,Binance,746197
Bitcoin (BTC),2020-08-27 20:55,Interest,14876.30392,0.00000043,0.01,0,Binance,Binance,3345323481
Stellar (XLM),2020-08-27 21:05,Interest,0.12287324,0.00760422,0,0,Binance,Binance,2202057145
Cardano (ADA),2020-08-27 21:15,Interest,0.14251498,0.06210576,0.01,0,Binance,Binance,4202889297
Monero (XMR),2020-08-27 21:16,Interest,117.3693178,0.00001152,0,0,Binance,Binance,3452846742
Ethereum (ETH),2020-08-27 21:20,Interest,503.4366942,0.00024541,0.12,0,Binance,Binance,2070581948
Cardano (ADA),2020-08-28 21:03,Interest,0.14244454,0.06210721,0.01,0,Binance,Binance,607995610
Bitcoin (BTC),2020-08-28 21:16,Interest,15069.84695,0.00000043,0.01,0,Binance,Binance,1477399327
Stellar (XLM),2020-08-28 21:21,Interest,0.125353,0.0076043,0,0,Binance,Binance,305417347
Monero (XMR),2020-08-28 21:21,Interest,123.5880813,0.00001152,0,0,Binance,Binance,2744959167
Ethereum (ETH),2020-08-28 21:24,Interest,515.2104577,0.00024542,0.13,0,Binance,Binance,4171260350
Monero (XMR),2020-08-29 21:07,Interest,121.3355304,0.00001152,0,0,Binance,Binance,328933744
Cardano (ADA),2020-08-29 21:26,Interest,0.15458671,0.06210865,0.01,0,Binance,Binance,3851934651
Bitcoin (BTC),2020-08-29 21:27,Interest,15087.6607,0.00000044,0.01,0,Binance,Binance,541022974
Stellar (XLM),2020-08-29 21:29,Interest,0.1266166,0.00760438,0,0,Binance,Binance,976094452
Ethereum (ETH),2020-08-29 21:31,Interest,528.28261,0.0002466,0.13,0,Binance,Binance,44551946
Bitcoin (BTC),2020-08-30 21:27,Interest,15241.64432,0.00000044,0.01,0,Binance,Binance,2740406588
Cardano (ADA),2020-08-30 21:40,Interest,0.15336411,0.0621101,0.01,0,Binance,Binance,1047972107
Stellar (XLM),2020-08-30 21:46,Interest,0.12800597,0.00760446,0,0,Binance,Binance,2225143929
Monero (XMR),2020-08-30 21:46,Interest,125.3492726,0.00001152,0,0,Binance,Binance,527625239
Ethereum (ETH),2020-08-30 21:52,Interest,557.2585871,0.00024661,0.14,0,Binance,Binance,3485994779
Ethereum (ETH),2020-08-31 8:10,Fee,562.9566077,0.01125212,6.33,0,Wallace ETH (0xf5...76A0),0xd46ba6d942050d489dbd938a2c909a5d5039a161,0x09641717d37819d73e2c9b6dd518898ee002e506b35283057e57912eede44f3f
Ethereum (ETH),2020-08-31 9:52,Failed Out,564.8733331,0,0,7.46984203,Wallace ETH (0xf5...76A0),Uniswap,0x6d9e4e995f36b27d38e46ef6614790b6ae752a254c655437e63780b1076b2017
Ethereum (ETH),2020-08-31 9:52,Fee,564.8733331,0.01322392,7.47,0,Wallace ETH (0xf5...76A0),Wallace ETH (0xf5...76A0),0x6d9e4e995f36b27d38e46ef6614790b6ae752a254c655437e63780b1076b2017
Swipe (SXP),2020-08-31 10:21,Airdrop,3.84626659,0.13805311,0.53,0,Binance,Binance,10554371672
Cardano (ADA),2020-08-31 21:28,Interest,0.15944268,0.06211155,0.01,0,Binance,Binance,3679271156
Monero (XMR),2020-08-31 21:29,Interest,121.7736375,0.00001152,0,0,Binance,Binance,633069202
Ethereum (ETH),2020-08-31 21:46,Interest,568.3280068,0.00029257,0.17,0,Binance,Binance,3975971031
Bitcoin (BTC),2020-08-31 22:06,Interest,15178.5698,0.00000031,0,0,Binance,Binance,2192276253
Stellar (XLM),2020-08-31 22:08,Interest,0.12707338,0.00760455,0,0,Binance,Binance,4013185532
Stellar (XLM),2020-09-01 20:50,Interest,0.12904479,0.00760463,0,0,Binance,Binance,458714074
Bitcoin (BTC),2020-09-01 20:54,Interest,15546.36344,0.00000031,0,0,Binance,Binance,2229116954
Ethereum (ETH),2020-09-01 21:13,Interest,613.1438749,0.00029257,0.18,0,Binance,Binance,1208545308
